PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,Ratingscore,Reviewanzahl,Rating Faktoren,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Bildergalerie,Created Date,Updated Date
,"['Könizstrasse 161', ' 3097 Liebefeld']",3097,Liebefeld,Könizstrasse 161,"['Übersicht', 'Klassen', 'Preise', 'Team']","Willkommen bei SPIN-UP Poledance in Bern. Ganz egal, ob du noch nie Pole Dance ausprobiert hast oder bereits regelmässig kopfüber hängst. Bei uns darfst du dich neu entdecken. Du wirst stärker, beweglicher und dein Selbstvertrauen wird explodieren. Gemeinsam feiern wir deine Erfolge.
Wir leben Pole Dance. Und wir lieben es, dich auf deiner Reise zu begleiten. 
Bei SPIN-UP bieten wir Euch professionelles Training in toller Atmosphäre. Wir trainieren in kleinen Gruppen, ohne Leistungsdruck aber mit dem grösstmöglichen Lernerfolg. Es liegt uns am Herzen, Euch individuell zu fördern - und nicht zu überfordern.
Sowohl Anfängern als auch fortgeschrittenen Schülern bieten wir fundierte Unterrichtsangebote. Nebst Poledance gehören dazu auch Krafttraining, Stretching, Chair- und Heels-Dance sowie Privatstunden. Ein besonderes Highlight sind unsere Polterabende und Geburtstagsparties. 
Wir haben uns zum Ziel gesetzt, euch ebenso von dem Tanz an der Stange zu begeistern wie wir es sind. Ihr sollt Spass haben und eine wundervolle Zeit mit uns verbringen! Komm vorbei und lass dich überzeugen!
Unsere Adresse:
STUDIO BERN
Vidmarhalle, 3. Stock.
Könizstrasse 161,
3097 Liebefeld-Bern
Tel. 078 807 56 87","4,9",21 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.9', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", info@spin-up.ch,https://www.spin-up.ch/,+41788075687,https://www.eversports.de/s/spin-up,"['Poledance', 'Poledance', 'Poledance', 'Poledance', '21 Rezensionen', 'Poledance']",2 Angebote für Neukund:innen,"['https://files.eversports.com/f33f2c2a-60d1-463b-b01c-438727df6349/spin-up-team2jpgjpg-x-large.webp', 'https://files.eversports.com/5ea67cc1-0244-4983-b54a-abd84c763a21/spin-up-team1jpg-small.webp', 'https://files.eversports.com/3d481e49-2ade-484f-be5f-70afb5d0a70f/spin-up-team3jpg-small.webp', 'https://files.eversports.com/36ba56a3-9470-42a7-9a17-8db501454dec/beginnerjpg-small.webp', 'https://files.eversports.com/ee25d92b-a989-49f0-878d-e01d240e3ca3/82305557-dc72-407d-835d-0bb933f1c2f4jpeg-small.webp']",2024-01-24 20:59:50,2024-01-24 20:59:50
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",Anna-Leonie PoledanceZum StundenplanDeliaPoledanceZum StundenplanJulia PoledanceZum StundenplanOpen PoleZum StundenplanTamaraPoledanceZum StundenplanNoemi PoledanceZum StundenplanFranziska Bader*PoledanceZum StundenplanNina PoledanceZum StundenplanRebeccaPoledanceZum StundenplanSophie TranPoledanceZum StundenplanTatjanaPoledanceZum StundenplanShantiePoledanceZum Stundenplan,,,[], info@spin-up.ch,https://www.spin-up.ch/,+41788075687,https://www.eversports.de/s/spin-up/team,"['Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/f33f2c2a-60d1-463b-b01c-438727df6349/spin-up-team2jpgjpg-x-large.webp', 'https://files.eversports.com/5ea67cc1-0244-4983-b54a-abd84c763a21/spin-up-team1jpg-small.webp', 'https://files.eversports.com/3d481e49-2ade-484f-be5f-70afb5d0a70f/spin-up-team3jpg-small.webp', 'https://files.eversports.com/36ba56a3-9470-42a7-9a17-8db501454dec/beginnerjpg-small.webp', 'https://files.eversports.com/ee25d92b-a989-49f0-878d-e01d240e3ca3/82305557-dc72-407d-835d-0bb933f1c2f4jpeg-small.webp']",2024-01-24 20:59:50,2024-01-24 20:59:50
,"['Schützenstrasse 2', ' 4402 Frenkendorf']",4402,Frenkendorf,Schützenstrasse 2,"['Übersicht', 'Sportplätze', 'Matches']","Der SWISS MEGA PARK in Frenkendorf ist nicht nur Sportpark, sondern auch Freizeitpark mit einem vielfältigen In- und Outdoorangebot. Im Sportpark kannst du Tennis, Badminton, Squash, Padel, Indoor Fußball, Bubble Soccer, Minigolf und Fitness ausüben.  Im Funpark stehen Abenteuer wie Megajump, ein Kletterpark, Kidsfun, Lasertag und Ferienangebote zur Verfügung. Euren Magen könnt ihr mit einem ""Börger to go"" aus dem Börger Star verwöhnen.","4,5",12 Rezensionen,"['Raumqualität: 4.3', 'Freundlichkeit & Service: 4.6', 'Sauberkeit: 4.5', 'Atmosphäre: 4.8', 'Preis-Leistung: 4.3']", kontakt@swissmegapark.ch,http://www.swissmegapark.ch/,+41 61 901 76 64,https://www.eversports.de/s/swiss-mega-park,"['12 Rezensionen', 'Tennis', 'Badminton', 'Basketball', 'Eishockey', 'Fitness', 'Fußball', 'Kampfsport', 'Klettern', 'Squash', 'Trampolinspringen', 'Eislaufen', 'Lasertag', 'Poledance', 'Krav Maga', 'Padel', 'Bubblesports', 'Dodgeball', 'Bubblesoccer', 'Bouldern', 'Speedsoccer (9x18m)']",,"['https://files.eversports.com/b42766e6-b1ea-4205-b31f-53bb86e93b22/bildschirmfoto-2018-09-11-um-074724png-x-large.webp', 'https://files.eversports.com/08e36cf9-9820-4de2-94b9-e6f85f1126e7/bildschirmfoto-2018-09-11-um-074651png-small.webp', 'https://files.eversports.com/94848459-ee11-48c3-a385-a2a61c28b7e2/bildschirmfoto-2018-09-11-um-074739png-small.webp']",2024-01-24 21:00:03,2024-01-24 21:00:03
,,,,,"['Übersicht', 'Sportplätze', 'Matches']",,,,[],,,,https://www.eversports.de/s/swiss-mega-park/matches,[],,"['https://files.eversports.com/b42766e6-b1ea-4205-b31f-53bb86e93b22/bildschirmfoto-2018-09-11-um-074724png-x-large.webp', 'https://files.eversports.com/08e36cf9-9820-4de2-94b9-e6f85f1126e7/bildschirmfoto-2018-09-11-um-074651png-small.webp', 'https://files.eversports.com/94848459-ee11-48c3-a385-a2a61c28b7e2/bildschirmfoto-2018-09-11-um-074739png-small.webp']",2024-01-24 21:00:04,2024-01-24 21:00:04
,"['Solitudestraße 48 ', ' 71638 Ludwigsburg']",71638,Ludwigsburg,Solitudestraße 48 ,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Events', 'Videos', 'Preise', 'Team']","Du interessierst dich für Aerial Fitness wie Pole Dance oder Akrobatik mit dem Hoop? Dann nutze jetzt die Gelegenheit und komm vorbei.Bitte beachte für die Teilnahme an den Kursen unsere geltenden Hygieneregeln: https://aerial-loft.de/studio/#hygiene-hinweiseWachse im Aerial Loft über dich hinaus und erlebe das Gefühl von Tanz und Akrobatik vereint. Vergiss dabei die Alltagssorgen und schüttel den Stress einfach ab. Im Aerial Loft wirst du von einem professionellen Team betreut und kannst in einem Modernen und komplett ausgestatteten Studio trainieren, das dir neben den vielen Aerial-Kursen auch viele Yoga-Kurse bietet. Ob Fortgeschritten, Anfänger oder kompletter Neuling, es gibt den perfekten Kurs für jedermann. Wirf einen Blick in unseren Stundenplan oder sprich das Team direkt an.","4,9",60 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.8']", info@aerial-loft.de,http://www.aerial-loft.de,01733429658,https://www.eversports.de/s/aerial-loft,"['Poledance', 'Aerial Yoga', 'Personal Training', 'Poledance', 'Poledance', 'Personal Training', 'Personal Training', 'Poledance', 'Poledance', 'Personal Training', '60 Rezensionen', 'Yoga', 'Hip Hop', 'Poledance', 'Aerial Yoga', 'Ballett', 'Personal Training', 'Krafttraining', 'Stretching', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Polesport', 'Dehnung/Flexibilität', 'Ballett-Fitness']",1 Angebot für Neukund:innen,"['https://files.eversports.com/ad3c1e6e-a9e2-439e-b242-202a070c95b0/web-148jpg-x-large.webp', 'https://files.eversports.com/ca157794-b952-4bd6-a2e8-af39048dd0fe/web_yogis-15jpg-small.webp', 'https://files.eversports.com/81a598b4-e03d-4e92-a86a-b20953ac8b23/img_5549jpeg-small.webp', 'https://files.eversports.com/e14c2166-dc0e-470f-9003-83186021f263/web_yogis-84jpg-small.webp', 'https://files.eversports.com/58f0e852-3140-426e-8549-55773ed6345a/web-76jpg-small.webp']",2024-01-24 21:00:23,2024-01-24 21:00:23
,,,,,[],,,,[],,,,https://www.eversports.de/s/aerial-loft/videos,[],,[],2024-01-24 21:02:44,2024-01-24 21:02:44
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Events', 'Videos', 'Preise', 'Team']",PiaPoledanceAerial Yoga+ 6Zum StundenplanVanessaPersonal TrainingPoledance+ 3Zum StundenplanSarahPoledancePersonal Training+ 3Zum StundenplanFenjaPersonal TrainingPoledance+ 3Zum StundenplanAnouPoledancePersonal Training+ 3Zum StundenplanMichaelPoledancePersonal Training+ 3Zum StundenplanLarissaPoledancePersonal Training+ 3Zum StundenplanTanjaPoledancePersonal Training+ 3Zum StundenplanSmarandaPoledancePersonal Training+ 3Zum StundenplanVivienPersonal TrainingAerial Dance+ 2Zum StundenplanKatjaAerial YogaYoga+ 1Zum StundenplanInesAerial DanceAerial SilkZum StundenplanJuliaKrafttrainingPersonal Training+ 1Zum StundenplanSophiePersonal TrainingKrafttraining+ 1Zum StundenplanDhanaPersonal TrainingBallett+ 3Zum StundenplanFranziAerial YogaYoga+ 1Zum StundenplanÖzlemYogaAerial Yoga+ 2Zum StundenplanNikolaKrafttrainingPersonal Training+ 3Zum StundenplanLina EliseBallettPersonal TrainingZum StundenplanAlbinaPersonal TrainingPoledance+ 2Zum StundenplanAnastasiiaPersonal TrainingPoledance+ 3Zum StundenplanJeaneyPoledancePersonal Training+ 5Zum StundenplanJessicaYogaPoledance+ 7Zum StundenplanSabrinaAerial YogaYogaZum StundenplanTinaAerial YogaYoga+ 2Zum Stundenplan,,,[], info@aerial-loft.de,http://www.aerial-loft.de,01733429658,https://www.eversports.de/s/aerial-loft/team,"['Poledance', 'Aerial Yoga', 'Personal Training', 'Poledance', 'Poledance', 'Personal Training', 'Personal Training', 'Poledance', 'Poledance', 'Personal Training', 'Poledance', 'Personal Training', 'Poledance', 'Personal Training', 'Poledance', 'Personal Training', 'Poledance', 'Personal Training', 'Personal Training', 'Aerial Dance', 'Aerial Yoga', 'Yoga', 'Aerial Dance', 'Aerial Silk', 'Krafttraining', 'Personal Training', 'Personal Training', 'Krafttraining', 'Personal Training', 'Ballett', 'Aerial Yoga', 'Yoga', 'Yoga', 'Aerial Yoga', 'Krafttraining', 'Personal Training', 'Ballett', 'Personal Training', 'Personal Training', 'Poledance', 'Personal Training', 'Poledance', 'Poledance', 'Personal Training', 'Yoga', 'Poledance', 'Aerial Yoga', 'Yoga', 'Aerial Yoga', 'Yoga']",Zum Stundenplan,"['https://files.eversports.com/ad3c1e6e-a9e2-439e-b242-202a070c95b0/web-148jpg-x-large.webp', 'https://files.eversports.com/ca157794-b952-4bd6-a2e8-af39048dd0fe/web_yogis-15jpg-small.webp', 'https://files.eversports.com/81a598b4-e03d-4e92-a86a-b20953ac8b23/img_5549jpeg-small.webp', 'https://files.eversports.com/e14c2166-dc0e-470f-9003-83186021f263/web_yogis-84jpg-small.webp', 'https://files.eversports.com/58f0e852-3140-426e-8549-55773ed6345a/web-76jpg-small.webp']",2024-01-24 21:02:44,2024-01-24 21:02:44
,"['Fabrikstraße 21 ', ' 64625 Bensheim']",64625,Bensheim,Fabrikstraße 21 ,"['Übersicht', 'Klassen', 'Preise', 'Team']","Das Center of Moving Arts liegt 100m entfernt vom Edeka Jakobi Center in Bensheim. Das Studio hat 3 Tanzräume und eine gemütliche Bar mit über 700qm. Liebevoll eingerichtet mit einer Lounge erwartet dich ein Tanzzentrum mit Stil und Charme im ""Industrial - Look"". Du kannst frei nach belieben Kurse wie Pole-Dance, Aerial Hoop, Hip Hop / New Style / Millennium Classes / Videoclip, Jazz / Modern / Contemporary, Bungee Dance und Yoga buchen. Die ausnahmslos professionell ausgebildete Dance-Coaches sorgen in jedem Style für Energie, Niveau und Spaß. Du erreichst das Center of Moving Arts zu Fuß in 10min vom Hauptbahnhof und hast direkt vor unserem Center Parkmöglichkeiten.","4,9",22 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.9', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", info@center-of-moving-arts.de,http://www.center-of-moving-arts.de,+4962519447196,https://www.eversports.de/s/Center-of-Moving-Arts,"['Tanzen', 'Hip Hop', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Tanzen', 'Hip Hop', 'Hip Hop', 'Tanzen', '22 Rezensionen', 'Fitness', 'Tanzen', 'Yoga', 'Hip Hop', 'Poledance', 'Ballett', 'Aerial Hoop', 'Moderner Tanz', 'Streetdance', 'Urban']",1 Angebot für Neukund:innen,"['https://files.eversports.com/b8aaa043-16a2-4948-b545-0df8fc0332ed/img_1649jpg-x-large.webp', 'https://files.eversports.com/6286b9ef-32fe-4a96-99b5-8cff0c2551db/img_1720-e1504682544193jpg-small.webp']",2024-01-24 21:03:02,2024-01-24 21:03:02
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",PatrickTanzenHip Hop+ 3Zum StundenplanJoschkaFitnessTanzen+ 8Zum StundenplanLauraFitnessTanzen+ 8Zum StundenplanSabrinaTanzenHip Hop+ 3Zum StundenplanElisabethHip HopTanzen+ 8Zum StundenplanDaliahHip HopAerial Hoop+ 3Zum StundenplanEllaFitnessTanzen+ 8Zum StundenplanKaiTanzenHip Hop+ 3Zum StundenplanLuisaBallettModerner Tanz+ 2Zum StundenplanIsabelYogaTanzen+ 8Zum StundenplanJenniferTanzenHip Hop+ 3Zum StundenplanLaraFitnessTanzen+ 8Zum StundenplanLisaHip HopPoledance+ 3Zum StundenplanSamiraTanzenHip Hop+ 3Zum StundenplanSunisaTanzenHip Hop+ 3Zum Stundenplan,,,[], info@center-of-moving-arts.de,http://www.center-of-moving-arts.de,+4962519447196,https://www.eversports.de/s/Center-of-Moving-Arts/team,"['Tanzen', 'Hip Hop', 'Fitness', 'Tanzen', 'Fitness', 'Tanzen', 'Tanzen', 'Hip Hop', 'Hip Hop', 'Tanzen', 'Hip Hop', 'Aerial Hoop', 'Fitness', 'Tanzen', 'Tanzen', 'Hip Hop', 'Ballett', 'Moderner Tanz', 'Yoga', 'Tanzen', 'Tanzen', 'Hip Hop', 'Fitness', 'Tanzen', 'Hip Hop', 'Poledance', 'Tanzen', 'Hip Hop', 'Tanzen', 'Hip Hop']",Zum Stundenplan,"['https://files.eversports.com/b8aaa043-16a2-4948-b545-0df8fc0332ed/img_1649jpg-x-large.webp', 'https://files.eversports.com/6286b9ef-32fe-4a96-99b5-8cff0c2551db/img_1720-e1504682544193jpg-small.webp']",2024-01-24 21:06:37,2024-01-24 21:06:37
,"['Siemensstraße 40 ', ' 69123 Heidelberg']",69123,Heidelberg,Siemensstraße 40 ,"['Übersicht', 'Klassen', 'Kurse', 'Events', 'Preise', 'Team']","Bei Pole Statement unterrichten wir Pole Dance in unterschiedlichen Leveln und orientieren uns immer an den persönlichen Zielen und Bedürfnissen unserer Teilnehmerinnen. Unsere Trainerinnen unterrichten mit viel Herz, Freude und Professionalität. Wir lieben Pole Dance und freuen uns, dass wir unsere Leidenschaft an unsere TeilnehmerInnen weitergeben, voneinander lernen, uns gegenseitig inspirieren und gemeinsam über uns hinauswachsen können. Neben Pole Dance bieten wir auch weitere Fitnesskurse wie Jumping Fitness und twerXout an. Es wird also nie langweilig!",5,30 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", info@polestatement.de,http://www.polestatement.de,+49 17672506814,https://www.eversports.de/s/Pole-Statement,"['Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Fitness und Yoga', '30 Rezensionen', 'Poledance', 'Outdoor Fitness', 'Fitness und Yoga']",2 Angebote für Neukund:innen,"['https://files.eversports.com/4a233978-1690-44ab-b684-3b1b3cb918c2/dsc04047-editpng-x-large.webp', 'https://files.eversports.com/7891bff8-5638-48a9-ac64-4475edbaad08/dsc04528-editpng-small.webp']",2024-01-24 21:06:56,2024-01-24 21:06:56
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Events', 'Preise', 'Team']",NadjaPoledanceOutdoor Fitness+ 1Zum StundenplanNarumiPoledanceOutdoor Fitness+ 1Zum StundenplanSaskia PoledanceOutdoor Fitness+ 1Zum StundenplanDaniela PoledanceOutdoor Fitness+ 1Zum StundenplanMiriamPoledanceOutdoor Fitness+ 1Zum StundenplanKerstinPoledanceFitness und YogaZum Stundenplan,,,[], info@polestatement.de,http://www.polestatement.de,+49 17672506814,https://www.eversports.de/s/Pole-Statement/team,"['Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Outdoor Fitness', 'Poledance', 'Fitness und Yoga']",Zum Stundenplan,"['https://files.eversports.com/4a233978-1690-44ab-b684-3b1b3cb918c2/dsc04047-editpng-x-large.webp', 'https://files.eversports.com/7891bff8-5638-48a9-ac64-4475edbaad08/dsc04528-editpng-small.webp']",2024-01-24 21:08:36,2024-01-24 21:08:36
,"['Ravensburgerstraße 110-112 ', ' 50739 Köln']",50739,Köln,Ravensburgerstraße 110-112 ,"['Übersicht', 'Klassen', 'Workshops', 'Videos', 'Preise', 'Team']","Das Pole Paradise in Köln ist ein Studio, in dem Tanz und Leidenschaft mit der Stange eins werden. Angeboten werden Poledance Kurse auf verschiedenen Leveln, verschiedene Gymnastikkurse an der Stange, Aerial Hoop und Aerial Flow. Es gibt auch spezielle Angebote für Kids, Workshops, Ferienrabatte und Einsteiger-Angebote. Das Angebot ist umfangreich, komm einfach mal vorbei und lass dich von Poledance im Pole Paradise überzeugen","4,9",65 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 4.9', 'Sauberkeit: 4.9', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.9']", poleparadise@gmx.de,https://www.pole-paradise.com,+491774616007,https://www.eversports.de/s/pole-paradise,"['Gymnastik', 'Turnen', 'Fitness', 'Gymnastik', 'Gymnastik', 'Turnen', 'Fitness', 'Gymnastik', 'Gymnastik', 'Fitness', '65 Rezensionen', 'Fitness', 'Gymnastik', 'Tanzen', 'Turnen', 'Poledance', 'Akrobatik', 'Power Pole', 'Floorwork', 'Chairdance', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik']",Zum Stundenplan,"['https://files.eversports.com/463db4b8-85b0-4fbb-8477-bfa03324e2ae/17211914_745099798983333_6506084998826309716_ojpg-x-large.webp', 'https://files.eversports.com/049a756a-ae3b-4624-a4dc-e4f03ffff6e7/13717256_512789538926811_9186635847445824713_ojpg-largejpg-small.webp', 'https://files.eversports.com/3cf591c1-f810-46c0-a44d-63c7b3b92415/17038826_738872342939412_4507070170344867741_ojpg-small.webp', 'https://files.eversports.com/5ed7758a-9afc-4977-bcb5-f38b500b7421/13248353_488176851388080_4937791485136005128_ojpg-largejpg-small.webp']",2024-01-24 21:08:54,2024-01-24 21:08:54
,,,,,[],,,,[],,,,https://www.eversports.de/s/pole-paradise/videos,[],,[],2024-01-24 21:11:23,2024-01-24 21:11:23
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Videos', 'Preise', 'Team']",VladGymnastikTurnen+ 11Zum StundenplanKatharinaFitnessGymnastik+ 14Zum StundenplanKatyaGymnastikTurnen+ 11Zum StundenplanOlgaFitnessGymnastik+ 11Zum StundenplanJanineGymnastikFitness+ 11Zum StundenplanLorettaGymnastikTurnen+ 11Zum StundenplanLaraGymnastikTurnen+ 11Zum StundenplanLarissaFitnessGymnastik+ 11Zum StundenplanSandraFitnessGymnastik+ 11Zum StundenplanAnnaFitnessTurnen+ 11Zum StundenplanAlmaTanzenTurnen+ 11Zum StundenplanMeikeFitnessTanzen+ 11Zum StundenplanRominaGymnastikFitness+ 11Zum Stundenplan,,,[], poleparadise@gmx.de,https://www.pole-paradise.com,+491774616007,https://www.eversports.de/s/pole-paradise/team,"['Gymnastik', 'Turnen', 'Fitness', 'Gymnastik', 'Gymnastik', 'Turnen', 'Fitness', 'Gymnastik', 'Gymnastik', 'Fitness', 'Gymnastik', 'Turnen', 'Gymnastik', 'Turnen', 'Fitness', 'Gymnastik', 'Fitness', 'Gymnastik', 'Fitness', 'Turnen', 'Tanzen', 'Turnen', 'Fitness', 'Tanzen', 'Gymnastik', 'Fitness']",Zum Stundenplan,"['https://files.eversports.com/463db4b8-85b0-4fbb-8477-bfa03324e2ae/17211914_745099798983333_6506084998826309716_ojpg-x-large.webp', 'https://files.eversports.com/049a756a-ae3b-4624-a4dc-e4f03ffff6e7/13717256_512789538926811_9186635847445824713_ojpg-largejpg-small.webp', 'https://files.eversports.com/3cf591c1-f810-46c0-a44d-63c7b3b92415/17038826_738872342939412_4507070170344867741_ojpg-small.webp', 'https://files.eversports.com/5ed7758a-9afc-4977-bcb5-f38b500b7421/13248353_488176851388080_4937791485136005128_ojpg-largejpg-small.webp']",2024-01-24 21:11:24,2024-01-24 21:11:24
,"['Rottstraße 6 ', ' 44793 Bochum']",44793,Bochum,Rottstraße 6 ,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Das Poledance-Studio Polearize liegt mitten im Herzen von Bochum und ist fußläufig vom Hauptbahnhof erreichbar. Die Anfängerkurse beginnen immer mit den absoluten Grundlagen. Du musst vorher weder sportlich sein noch tänzerische Vorerfahrung haben. Wenn Du schon länger Pole Dance tanzt, findest Du in den höheren Leveln die passende Herausforderung. Polearize liebt Sport und die Trainer geben alles, damit Du Dich wohl fühlst und Dich jedes Mal auf das Training freuen kannst. Mit Fachwissen und jahrelanger Erfahrung unterstützen wir Dich dabei, Deine Ziele effektiv und auf gesunde Weise zu erreichen. Außer Pole Dance wird auch Aerial Hoop, Stretching, Chairdance und Twerk angeboten.","4,9",76 Rezensionen,"['Raumqualität: 4.8', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.9', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.7']", info@polearize.de,https://www.polearize.de/,+49 01636331603,https://www.eversports.de/s/polearize,"['Poledance', 'Tanzen', 'Poledance', 'Stretching', 'Tanzen', 'Yoga', 'Tanzen', 'Poledance', 'Tanzen', 'Yoga', '76 Rezensionen', 'Tanzen', 'Yoga', 'Poledance', 'Bootcamp', 'Stretching', 'Lapdance', 'Chairdance', 'Aerial Hoop']",3 Angebote für Neukund:innen,"['https://files.eversports.com/0c94db94-ebfc-4633-97dd-3af834b736ea/linab-web-3jpg-x-large.webp', 'https://files.eversports.com/1c8d7258-d0b9-4518-ae07-7abc72f119bc/6t6a2306_2jpg-small.webp', 'https://files.eversports.com/cff43611-5f1b-475b-9c0c-2f7cc35ccbe4/linab-web-10jpg-small.webp', 'https://files.eversports.com/75ab4860-c404-43f2-a329-9aa9f9ad6b14/_7504755-bearbeitetjpg-small.webp', 'https://files.eversports.com/fd53da93-da59-4123-81f0-74af0f9dbecf/xq9a6921a-2jpg-small.webp']",2024-01-24 21:11:38,2024-01-24 21:11:38
,,,,,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']",ElainePoledanceTanzen+ 6Zum StundenplanLinaPoledanceStretching+ 2Zum StundenplanAieTanzenYoga+ 6Zum StundenplanBrittaTanzenPoledance+ 4Zum StundenplanPiaTanzenYoga+ 6Zum StundenplanIsabelPoledanceStretching+ 1Zum StundenplanLisaPoledanceStretching+ 2Zum StundenplanYvonneStretchingPoledanceZum StundenplanJanaPoledanceStretchingZum StundenplanTheresaPoledanceStretchingZum StundenplanKarinaTanzenYoga+ 6Zum StundenplanAnn-MariellePoledanceStretchingZum StundenplanChantalPoledanceStretchingZum StundenplanDianaTanzenPoledance+ 6Zum StundenplanLenaYogaPoledance+ 6Zum StundenplanMichiStretchingPoledance+ 1Zum StundenplanRominaYogaZum Stundenplan,,,[], info@polearize.de,https://www.polearize.de/,+49 01636331603,https://www.eversports.de/s/polearize/team,"['Poledance', 'Tanzen', 'Poledance', 'Stretching', 'Tanzen', 'Yoga', 'Tanzen', 'Poledance', 'Tanzen', 'Yoga', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Stretching', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Tanzen', 'Yoga', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Tanzen', 'Poledance', 'Yoga', 'Poledance', 'Stretching', 'Poledance', 'Yoga']",Zum Stundenplan,"['https://files.eversports.com/0c94db94-ebfc-4633-97dd-3af834b736ea/linab-web-3jpg-x-large.webp', 'https://files.eversports.com/1c8d7258-d0b9-4518-ae07-7abc72f119bc/6t6a2306_2jpg-small.webp', 'https://files.eversports.com/cff43611-5f1b-475b-9c0c-2f7cc35ccbe4/linab-web-10jpg-small.webp', 'https://files.eversports.com/75ab4860-c404-43f2-a329-9aa9f9ad6b14/_7504755-bearbeitetjpg-small.webp', 'https://files.eversports.com/fd53da93-da59-4123-81f0-74af0f9dbecf/xq9a6921a-2jpg-small.webp']",2024-01-24 21:13:41,2024-01-24 21:13:41
