PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,Ratingscore,Reviewanzahl,Rating Faktoren,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Bildergalerie,Created Date,Updated Date
,"['Gelsenkirchener Straße 37 ', ' 46282 Dorsten']",46282,Dorsten,Gelsenkirchener Straße 37 ,"['Übersicht', 'Klassen', 'Preise', 'Team']","Secret Moves lädt dich herzlich ein, deine Welt auf den Kopf zu stellen.
Mit einer Vielfalt an verschiedenen Akrobatik- und Fitnessangeboten hast du die Möglichkeit, dich in verschiedenen Bereichen auszuprobieren und dir dein individuelles Training zusammenzustellen. Bei Secret Moves erwartet dich neben einer familiären Atmosphäre ein gesundheitsorientiertes Unterrichtskonzept mit fachkompetenten Trainerinnen. 
Egal, ob du bereits sportliche Vorerfahrung hast! 
Das Team von Secret Moves bringt dich mit jeder Menge Spaß an dein persönliches Fitness-Ziel.","4,9",68 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.8']", info@secret-moves.de,https://www.secret-moves.de/,+491702766191,https://www.eversports.de/s/secret-moves-athletic-dance-studio,"['Poledance', 'Fitness', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Floorwork', 'Chairdance', 'Fitness', 'Poledance', '68 Rezensionen', 'Fitness', 'Poledance', 'Aerial Yoga', 'Barre-Training', 'Floorwork', 'Chairdance', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'twerXout®', 'Jumping Fitness', 'Online Klasse']",Zum Stundenplan,"['https://files.eversports.com/b3f06722-6554-40c9-b466-fdaa125db09a/_22b2424jpg-x-large.webp', 'https://files.eversports.com/6a9fe859-f450-414b-a521-2159e1b7e1bf/secret-moves-slideshow_05jpg-small.webp', 'https://files.eversports.com/501c49a6-7d84-4b69-a89b-0c755452ecc5/secret-moves-slideshow_02jpg-small.webp', 'https://files.eversports.com/4a38504c-2f16-4062-8564-2679ffbdbea2/secret-moves-slideshow_04jpg-small.webp', 'https://files.eversports.com/fd008d28-0e8b-4601-bb14-32b76e7b0ee4/_22b2430jpg-small.webp']",2024-01-25 01:42:21,2024-01-25 01:42:21
,,,,,"['Übersicht', 'Klassen', 'Preise', 'Team']",SandraPoledanceFitness+ 8Zum StundenplanAnniFitnessPoledance+ 8Zum StundenplanMichelleFitnessPoledance+ 11Zum StundenplanJenniferFloorworkChairdance+ 6Zum StundenplanLeaFitnessPoledance+ 4Zum StundenplanJuliaPoledanceZum StundenplanCaroFitnessFloorwork+ 4Zum StundenplanTabeaFitnessChairdance+ 6Zum StundenplanAnnemarieFitnessPoledance+ 1Zum StundenplanJocelynFitnessBarre-Training+ 6Zum StundenplanMatzeZum StundenplanOlliZum StundenplanEweJumping FitnessFitnessZum StundenplanBiancaZum StundenplanChristinaFitnessZum StundenplanGabiZum StundenplanJanFitnessFloorworkZum StundenplanLuciaFitnessPoledance+ 11Zum StundenplanMarvinZum StundenplanNadineFitnessJumping FitnessZum StundenplanNiciFitnessFloorwork+ 2Zum StundenplanTinaFitnessOnline KlasseZum StundenplanWalterFitnessZum Stundenplan,,,[], info@secret-moves.de,https://www.secret-moves.de/,+491702766191,https://www.eversports.de/s/secret-moves-athletic-dance-studio/team,"['Poledance', 'Fitness', 'Fitness', 'Poledance', 'Fitness', 'Poledance', 'Floorwork', 'Chairdance', 'Fitness', 'Poledance', 'Poledance', 'Fitness', 'Floorwork', 'Fitness', 'Chairdance', 'Fitness', 'Poledance', 'Fitness', 'Barre-Training', 'Jumping Fitness', 'Fitness', 'Fitness', 'Fitness', 'Floorwork', 'Fitness', 'Poledance', 'Fitness', 'Jumping Fitness', 'Fitness', 'Floorwork', 'Fitness', 'Online Klasse', 'Fitness']",Zum Stundenplan,"['https://files.eversports.com/b3f06722-6554-40c9-b466-fdaa125db09a/_22b2424jpg-x-large.webp', 'https://files.eversports.com/6a9fe859-f450-414b-a521-2159e1b7e1bf/secret-moves-slideshow_05jpg-small.webp', 'https://files.eversports.com/501c49a6-7d84-4b69-a89b-0c755452ecc5/secret-moves-slideshow_02jpg-small.webp', 'https://files.eversports.com/4a38504c-2f16-4062-8564-2679ffbdbea2/secret-moves-slideshow_04jpg-small.webp', 'https://files.eversports.com/fd008d28-0e8b-4601-bb14-32b76e7b0ee4/_22b2430jpg-small.webp']",2024-01-25 01:46:24,2024-01-25 01:46:24
,"['Deininger Weg 94 ', ' 92318 Neumarkt in der Oberpfalz']",92318,Neumarkt,Deininger Weg 94 ,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']","BALANCE Neumarkt ist ein Kursstudio mit einem sehr breiten Online- und Studioprogramm. Es befindet sich in Neumarkt in der Oberpfalz, unweit von der Bushaltestelle Regensburger Straße. Angeboten werden Tanzkurse (Jazz Dance, Dance Kids, Streedance & Funky Jazz), Poledance, Yoga, Pilates, Sings und vieles mehr. Bei BALANCE Neumarkt werden sowohl regelmäßige Klassen als auch aufbauende Kurse und einmalige Workshops angeboten. Seit 2020 steht allen Kunden eine Online-Videothek zur Verfügung. Videos können einzeln gekauft oder mit dem entsprechenden Service erworben werden.","4,9",97 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.8']", studio@balance-neumarkt.de,http://www.balance-neumarkt.de,+49 160 80 20 246,https://www.eversports.de/s/balance-neumarkt,"['Pilates', 'Tanzen', 'Pilates', 'Yoga', 'Fitness', 'Pilates', 'Fitness', 'Pilates', 'Poledance', 'Tanzen', '97 Rezensionen', 'Pilates', 'Tanzen', 'Yoga', 'Aerobic', 'Poledance', 'Aerial Yoga', 'Akrobatik', 'Stretching', 'Entspannung', 'Online Klasse', 'Workout', 'Erwachsenentraining', 'Step']",Kostenlos Schnuppern,"['https://files.eversports.com/2493ff0c-9257-4c4b-8649-4fc92c88fee6/_22b1088jpg-x-large.webp', 'https://files.eversports.com/66d71b42-f550-4657-92d3-ff4059adec8d/dmf_1486_bear-kljpg-small.webp', 'https://files.eversports.com/49aca1c7-832b-40ec-8e04-a0b8ddae3920/img_8478jpg-small.webp', 'https://files.eversports.com/ac35e570-bb6d-4d64-a297-40ee860889d8/img_8356jpg-small.webp', 'https://files.eversports.com/c263712d-f37a-49a6-8e7c-c57a80b8ef05/dsc_0091_bearjpg-small.webp']",2024-01-25 01:46:38,2024-01-25 01:46:38
,,,,,[],,,,[],,,,https://www.eversports.de/s/balance-neumarkt/videos,[],,[],2024-01-25 01:49:11,2024-01-25 01:49:11
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']",RenatePilatesTanzen+ 3Zum StundenplanAlexandraPilatesYoga+ 4Zum StundenplanSilkeFitnessPilates+ 4Zum StundenplanVera G.FitnessPilates+ 4Zum StundenplanAlinaPoledanceTanzenZum StundenplanJosiPoledanceTanzen+ 2Zum StundenplanAnjaFitnessPilates+ 1Zum StundenplanSteffiFitnessPilates+ 5Zum StundenplanElisaYogaStretching+ 5Zum StundenplanFrontDeskZum StundenplanGastlehrerZum StundenplanIvonnePilatesStretching+ 2Zum StundenplanJessiTanzenZum StundenplanNikolaTanzenAerial Yoga+ 1Zum StundenplanVera B.FitnessTanzen+ 1Zum Stundenplan,,,[], studio@balance-neumarkt.de,http://www.balance-neumarkt.de,+49 160 80 20 246,https://www.eversports.de/s/balance-neumarkt/team,"['Pilates', 'Tanzen', 'Pilates', 'Yoga', 'Fitness', 'Pilates', 'Fitness', 'Pilates', 'Poledance', 'Tanzen', 'Poledance', 'Tanzen', 'Fitness', 'Pilates', 'Fitness', 'Pilates', 'Yoga', 'Stretching', 'Pilates', 'Stretching', 'Tanzen', 'Tanzen', 'Aerial Yoga', 'Fitness', 'Tanzen']",Zum Stundenplan,"['https://files.eversports.com/2493ff0c-9257-4c4b-8649-4fc92c88fee6/_22b1088jpg-x-large.webp', 'https://files.eversports.com/66d71b42-f550-4657-92d3-ff4059adec8d/dmf_1486_bear-kljpg-small.webp', 'https://files.eversports.com/49aca1c7-832b-40ec-8e04-a0b8ddae3920/img_8478jpg-small.webp', 'https://files.eversports.com/ac35e570-bb6d-4d64-a297-40ee860889d8/img_8356jpg-small.webp', 'https://files.eversports.com/c263712d-f37a-49a6-8e7c-c57a80b8ef05/dsc_0091_bearjpg-small.webp']",2024-01-25 01:49:11,2024-01-25 01:49:11
,"['Neulandstraße 12 ', ' 49084 Osnabrück']",49084,Osnabrück,Neulandstraße 12 ,"['Übersicht', 'Klassen', 'Kurse', 'Preise', 'Team']","Dein Studio für Poledance und Luftakrobatik in Osnabrück! In unserem wunderschönen Studio mit Loftcharakter bieten wir euch Pole Dance und Aerial Fitness Kurse auf höchstem Niveau. Unsere professionell ausgebildeten Trainer unterrichten euch in Kleingruppen um ein gesundheitsorientiertes, qualitativ hochwertiges Fitness- und Tanztraining mit viel Spaß zu bieten. Jedem Teilnehmer steht ein eigenes Luftakrobatikgerät zur Verfügung. Auf 250qm Fläche findet ihr zwei Kursräume und einen großzügigen Umkleidebereich mit Kaffeeküche, Lounge Bereich und Dusche. Ausreichend kostenlose Parkplätze stehen im Innenhof der Neulandstr. 12 zur Verfügung.","4,9",66 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 4.9', 'Preis-Leistung: 4.8']", info@stadtgazellen-studio.de,http://www.stadtgazellen-studio.de,+491743017074‬,https://www.eversports.de/s/stadtgazellen-studio,"['Ballett-Fitness', 'Stretching', 'Aerial Silk', 'Stretching', 'Yoga', 'Stretching', 'Online Klasse', 'Aerial Hoop', 'Stretching', 'Poledance', '66 Rezensionen', 'Fitness', 'Yoga', 'Poledance', 'Aerial Yoga', 'Afrikanischer Tanz', 'Stretching', 'Floorwork', 'Aerial Silk', 'Aerial Hoop', 'Aerial Akrobatik', 'Online Klasse', 'Contemporary Dance', 'Dancehall', 'Ballett-Fitness', 'Dance Fitness', 'Body Conditioning für Tänzer:innen']",Zum Stundenplan,"['https://files.eversports.com/49b461dd-628a-4bcc-8b40-1b9571fc6100/ab6a5565jpg-x-large.webp', 'https://files.eversports.com/e6e56f70-c0cc-449f-99b6-2027a41177ee/ab6a5808jpg-small.webp', 'https://files.eversports.com/455115f7-698c-45ec-9fc3-25e0f5e02c12/ab6a5783jpg-small.webp', 'https://files.eversports.com/8d454193-c7f9-4f8c-aaba-7d1f737f3192/ab6a5502jpg-small.webp', 'https://files.eversports.com/1ff3abe6-546a-4763-bdfc-a3c81ef31a2a/ab6a4537jpg-small.webp']",2024-01-25 01:49:21,2024-01-25 01:49:21
,,,,,"['Übersicht', 'Klassen', 'Kurse', 'Preise', 'Team']",KristinBallett-FitnessStretching+ 3Zum StundenplanRachelAerial SilkStretching+ 4Zum StundenplanLeahYogaStretching+ 2Zum StundenplanSaraOnline KlasseAerial HoopZum StundenplanHelmaStretchingPoledanceZum StundenplanIrinaPoledanceAerial AkrobatikZum StundenplanVitalinaFitnessPoledance+ 4Zum StundenplanLenaPoledanceStretchingZum StundenplanGesinePoledanceStretching+ 2Zum StundenplanSinaPoledanceStretchingZum StundenplanBiancaAerial YogaAerial Akrobatik+ 1Zum StundenplanEvaPoledanceAerial Yoga+ 5Zum StundenplanJudieAerial YogaPoledance+ 11Zum StundenplanAnjaPoledanceStretching+ 4Zum StundenplanAriannYogaFitness+ 11Zum StundenplanFrancescaPoledanceZum StundenplanKathieStretchingPoledanceZum StundenplanLisaStretchingPoledance+ 2Zum StundenplanNanePoledanceStretching+ 2Zum StundenplanPiaPoledanceStretchingZum StundenplanViciPoledanceStretchingZum StundenplanAlessiaYogaAerial Yoga+ 11Zum StundenplanAnnaPoledanceAerial Yoga+ 4Zum StundenplanDanPoledanceZum StundenplanEvaStretchingPoledanceZum StundenplanJanaPoledanceStretchingZum StundenplanJuliaAerial HoopZum Stundenplan,,,[], info@stadtgazellen-studio.de,http://www.stadtgazellen-studio.de,+491743017074‬,https://www.eversports.de/s/stadtgazellen-studio/team,"['Ballett-Fitness', 'Stretching', 'Aerial Silk', 'Stretching', 'Yoga', 'Stretching', 'Online Klasse', 'Aerial Hoop', 'Stretching', 'Poledance', 'Poledance', 'Aerial Akrobatik', 'Fitness', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Aerial Yoga', 'Aerial Akrobatik', 'Poledance', 'Aerial Yoga', 'Aerial Yoga', 'Poledance', 'Poledance', 'Stretching', 'Yoga', 'Fitness', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Poledance', 'Stretching', 'Yoga', 'Aerial Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Stretching', 'Poledance', 'Poledance', 'Stretching', 'Aerial Hoop']",Zum Stundenplan,"['https://files.eversports.com/49b461dd-628a-4bcc-8b40-1b9571fc6100/ab6a5565jpg-x-large.webp', 'https://files.eversports.com/e6e56f70-c0cc-449f-99b6-2027a41177ee/ab6a5808jpg-small.webp', 'https://files.eversports.com/455115f7-698c-45ec-9fc3-25e0f5e02c12/ab6a5783jpg-small.webp', 'https://files.eversports.com/8d454193-c7f9-4f8c-aaba-7d1f737f3192/ab6a5502jpg-small.webp', 'https://files.eversports.com/1ff3abe6-546a-4763-bdfc-a3c81ef31a2a/ab6a4537jpg-small.webp']",2024-01-25 01:51:16,2024-01-25 01:51:16
,"['Prenzlauer Promenade 189 ', ' 13189 Berlin']",13189,Berlin,Prenzlauer Promenade 189 ,"['Übersicht', 'Klassen', 'Retreats', 'Videos', 'Preise', 'Team']",Aktuell mieten wir Räume im First Floor Studio in Prenzlauer Berg und bieten dort mehrere Live Klassen pro Woche an. Außerdem kannst du Online Kurse bei uns buchen.,5,14 Rezensionen,"['Raumqualität: 4.9', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 4.9', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", hello@ima-studio.de,https://ima-studio.de,+49 157 83440382,https://www.eversports.de/s/ima-intentional-movement-academy,"['Stretching', 'Akrobatik', 'Aerial Yoga', 'Stretching', 'Akrobatik', 'Handstand', 'Akrobatik', 'Handstand', 'Akrobatik', 'Handstand', '14 Rezensionen', 'Aerial Yoga', 'Personal Training', 'Events', 'Akrobatik', 'Stretching', 'Handstand', 'Aerial Hoop', 'Aerial Akrobatik', 'Dehnung/Flexibilität', 'Artistik', 'Luftartistik', 'Stärkung/Flexibilität', 'Aerial Hammock', 'Kontorsion']",4 Angebote für Neukund:innen,"['https://files.eversports.com/e2be7298-2a71-4876-94b5-0571fe0cced9/d85_5928jpg-x-large.webp', 'https://files.eversports.com/0e036389-86f7-47f6-9c40-62a6b495085b/preise-aerialjpg-small.webp', 'https://files.eversports.com/c03f80dd-cafd-4012-a332-d8957a791de7/aerial-hoopjpg-small.webp', 'https://files.eversports.com/61490fa1-af02-4e15-a78d-c2e1d8d9a9e8/hoop2jpg-small.webp', 'https://files.eversports.com/bb4fe928-84c8-4893-9047-7467f69e5dcf/20230709_152652jpg-small.webp']",2024-01-25 01:51:26,2024-01-25 01:51:26
,,,,,[],,,,[],,,,https://www.eversports.de/s/ima-intentional-movement-academy/videos,[],,[],2024-01-25 01:52:18,2024-01-25 01:52:18
,,,,,"['Übersicht', 'Klassen', 'Retreats', 'Videos', 'Preise', 'Team']",RosaStretchingAkrobatik+ 4Zum StundenplanOlenaAerial YogaStretching+ 5Zum StundenplanSherryAkrobatikHandstand+ 4Zum StundenplanNicoleAkrobatikHandstand+ 4Zum StundenplanMarieAkrobatikHandstand+ 4Zum StundenplanGasttrainerAerial YogaEvents+ 8Zum StundenplanAnna MilenaAerial YogaEvents+ 11Zum StundenplanPetraAkrobatikStretching+ 6Zum Stundenplan,,,[], hello@ima-studio.de,https://ima-studio.de,+49 157 83440382,https://www.eversports.de/s/ima-intentional-movement-academy/team,"['Stretching', 'Akrobatik', 'Aerial Yoga', 'Stretching', 'Akrobatik', 'Handstand', 'Akrobatik', 'Handstand', 'Akrobatik', 'Handstand', 'Aerial Yoga', 'Events', 'Aerial Yoga', 'Events', 'Akrobatik', 'Stretching']",Zum Stundenplan,"['https://files.eversports.com/e2be7298-2a71-4876-94b5-0571fe0cced9/d85_5928jpg-x-large.webp', 'https://files.eversports.com/0e036389-86f7-47f6-9c40-62a6b495085b/preise-aerialjpg-small.webp', 'https://files.eversports.com/c03f80dd-cafd-4012-a332-d8957a791de7/aerial-hoopjpg-small.webp', 'https://files.eversports.com/61490fa1-af02-4e15-a78d-c2e1d8d9a9e8/hoop2jpg-small.webp', 'https://files.eversports.com/bb4fe928-84c8-4893-9047-7467f69e5dcf/20230709_152652jpg-small.webp']",2024-01-25 01:52:19,2024-01-25 01:52:19
,"['Kieler Straße 52 ', ' 24534 Neumünster']",24534,Neumünster,Kieler Straße 52 ,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Team']","Hallo lieber Schüler,schön, dass du zu mir gefunden hast. Du suchst ein Hobby, welches die Spaß bringt und deine allgemeine Fitness stärkt? Dann bist du hier genau richtig!Unser Angebot:Art of PoleContemporary PoleExotic PoleAerial HoopChair DanceTechnik-Trainingfreies TrainingWorkshopsJunggesellinnenabschiedUnd das für jedes Level! Bei mir findet jeder etwas :)Über das Studio:ca. 100 qm Kursraum9 Stangen8 Aerial Hoopsviele kostenlose ParkplätzeÜber euren Kurs: Anmeldung zu einem bestimmten Level, Tag & UhrzeitMöglichkeit im gebuchten Level zwischen verschiedenen Tagen zu wechseln, sofern das Level mehrmals angeboten wirdopen Training (nutze den Raum kostenlos bis zu 3x pro Woche)",5,4 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 5.0']", anni@annis-poledance.de,https://www.annis-poledance.de/,+49 15253821082,https://www.eversports.de/s/annis-pole-dance-neumuenster,"['Poledance', 'Handstand', 'Handstand', 'Poledance', 'Poledance', 'Aerial Hoop', 'Chairdance', 'Poledance', 'Poledance', 'Aerial Hoop', '4 Rezensionen', 'Fitness', 'Poledance', 'Handstand', 'Chairdance', 'Aerial Dance', 'Aerial Hoop', 'Twerken', 'HIIT the Beat', 'Contemporary Dance', 'Stärkung/Flexibilität', 'Shuffle Dance']",Zum Stundenplan,"['https://files.eversports.com/f67a81cb-cda8-496b-8bcd-9bcf7d1502aa/7aea6e41-e694-47f6-9ae1-9cd1ae33d92djpeg-x-large.webp', 'https://files.eversports.com/a9dfafba-1d14-4cf4-a1b5-8eedb61e7ea4/8bae6653-e143-42e8-bd70-19326b49896bjpeg-small.webp', 'https://files.eversports.com/f7df0071-ca87-49b4-a409-dd21896e169c/8b496d80-5cc9-4410-a0f3-112c9121ff92jpeg-small.webp']",2024-01-25 01:52:29,2024-01-25 01:52:29
,,,,,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Team']",AnniPoledanceHandstand+ 5Zum StundenplanSilviHandstandPoledance+ 7Zum StundenplanAnkiPoledanceAerial HoopZum StundenplanLinaChairdancePoledanceZum StundenplanJennyPoledanceAerial Hoop+ 1Zum StundenplanMerleZum StundenplanAlisaPoledanceHandstand+ 7Zum StundenplanAlenaPoledanceZum StundenplanAnnaPoledanceZum StundenplanCelinHIIT the BeatZum StundenplanHannaPoledanceHandstand+ 7Zum StundenplanHannahAerial HoopStärkung/Flexibilität+ 1Zum StundenplanJessiAerial DancePoledance+ 7Zum StundenplanLarissaStärkung/FlexibilitätZum StundenplanNellPoledanceZum Stundenplan,,,[], anni@annis-poledance.de,https://www.annis-poledance.de/,+49 15253821082,https://www.eversports.de/s/annis-pole-dance-neumuenster/team,"['Poledance', 'Handstand', 'Handstand', 'Poledance', 'Poledance', 'Aerial Hoop', 'Chairdance', 'Poledance', 'Poledance', 'Aerial Hoop', 'Poledance', 'Handstand', 'Poledance', 'Poledance', 'HIIT the Beat', 'Poledance', 'Handstand', 'Aerial Hoop', 'Stärkung/Flexibilität', 'Aerial Dance', 'Poledance', 'Stärkung/Flexibilität', 'Poledance']",Zum Stundenplan,"['https://files.eversports.com/f67a81cb-cda8-496b-8bcd-9bcf7d1502aa/7aea6e41-e694-47f6-9ae1-9cd1ae33d92djpeg-x-large.webp', 'https://files.eversports.com/a9dfafba-1d14-4cf4-a1b5-8eedb61e7ea4/8bae6653-e143-42e8-bd70-19326b49896bjpeg-small.webp', 'https://files.eversports.com/f7df0071-ca87-49b4-a409-dd21896e169c/8b496d80-5cc9-4410-a0f3-112c9121ff92jpeg-small.webp']",2024-01-25 01:52:46,2024-01-25 01:52:46
,"['Die Schlagd 1 ', ' 34125 Kassel']",34125,Kassel,Die Schlagd 1 ,"['Übersicht', 'Klassen', 'Videos', 'Team']","Dein Studio für Poledance, Tanz, Aerial Hoop & Aerial YogaDu bist gelangweilt vom Fitnessstudio, möchtest aber endlich gesünder und aktiver leben und dich in deinem Körper wohlfühlen - ihn akzeptieren und vielleicht sogar lieben? Dann ist Pole for Soul die erste Adresse für dich! Direkt in Kassel bieten wir dir ein ganz besonderes Workout an der Stange, im Ring oder im Tuch.Wir bieten die schönste Art und Weise deine Ziele zu erreichen: Poledance, Aerial Hoop und Aerial Yoga sowie professionelles Stretching und Kraftaufbaukurse. Unsere Mission ist es auf einzigartige Weise deinen Lifestyle mit dir zu entdecken. Dafür verbinden wir Tanz, Ausdruck, Fitness und Sinnlichkeit in einem einzigartigen Workout.​Pole for Soul – dein Pole Home in Kassel.",5,20 Rezensionen,"['Raumqualität: 5.0', 'Freundlichkeit & Service: 5.0', 'Sauberkeit: 5.0', 'Atmosphäre: 5.0', 'Preis-Leistung: 4.9']", info@poleforsoul.de,http://www.poleforsoul.com,0176 56826749,https://www.eversports.de/s/pole-for-soul-gbr,"['Poledance', 'Aerial Yoga', 'Poledance', 'Poledance', 'Aerial Yoga', 'Yoga', 'Poledance', 'Yoga', 'Poledance', '20 Rezensionen', 'Yoga', 'Poledance', 'Aerial Yoga', 'Krafttraining', 'Akrobatik', 'Stretching', 'Aerial Hoop', 'Aerial Akrobatik', 'Polesport', 'Moderner Tanz', 'Burlesque']",Zum Stundenplan,"['https://files.eversports.com/b4900683-42e8-40ac-a35d-d7784172c4bc/104435046_672422056669469_6034553583716755523_njpg-x-large.webp', 'https://files.eversports.com/637a0b41-84b1-4d46-bac3-1f4e896d21ef/fb_img_1628235791543jpg-small.webp', 'https://files.eversports.com/865f4202-dd0a-473e-a0b3-4055c43f4244/1628238638973jpg-small.webp']",2024-01-25 01:52:54,2024-01-25 01:52:54
,,,,,[],,,,[],,,,https://www.eversports.de/s/pole-for-soul-gbr/videos,[],,[],2024-01-25 01:53:59,2024-01-25 01:53:59
,,,,,"['Übersicht', 'Klassen', 'Videos', 'Team']",EllenaPoledanceAerial Yoga+ 3Zum StundenplanSandraPoledanceZum StundenplanJackyPoledanceAerial Yoga+ 3Zum StundenplanChristineYogaPoledance+ 9Zum StundenplanKatharinaYogaPoledance+ 1Zum StundenplanDorisKrafttrainingPoledance+ 2Zum StundenplanAngelaPoledanceStretching+ 1Zum StundenplanDominikPoledanceAerial Yoga+ 3Zum StundenplanIsabellaPoledanceAerial Yoga+ 9Zum StundenplanKatrinPoledanceAerial Yoga+ 3Zum StundenplanMariaPoledanceAerial Yoga+ 3Zum StundenplanTheryZum Stundenplan,,,[], info@poleforsoul.de,http://www.poleforsoul.com,0176 56826749,https://www.eversports.de/s/pole-for-soul-gbr/team,"['Poledance', 'Aerial Yoga', 'Poledance', 'Poledance', 'Aerial Yoga', 'Yoga', 'Poledance', 'Yoga', 'Poledance', 'Krafttraining', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Aerial Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Aerial Yoga']",Zum Stundenplan,"['https://files.eversports.com/b4900683-42e8-40ac-a35d-d7784172c4bc/104435046_672422056669469_6034553583716755523_njpg-x-large.webp', 'https://files.eversports.com/637a0b41-84b1-4d46-bac3-1f4e896d21ef/fb_img_1628235791543jpg-small.webp', 'https://files.eversports.com/865f4202-dd0a-473e-a0b3-4055c43f4244/1628238638973jpg-small.webp']",2024-01-25 01:53:59,2024-01-25 01:53:59
