,PoleStudio,PLZ,Stadt,Adresse,Pole Studio Beschreibung,Start Preis,Ratingscore,Reviewanzahl,E-Mail,Homepage,Telefon,Eversports Pole Studio Seite,Version
166,Pole Land,40227,Kölner Straße 336A , 40227 Düsseldorf,"Pole Dance ist eine Sportart, die sinnlichen Tanz mit akrobatischen Elementen, Akzenten aus dem Ballett, Kraft- und Ausdauersport kombiniert.
Durch die Auseinandersetzung mit dem Sport und dem Bestreben, immer komplexere Figuren zu beherrschen, lernt man an seine Grenzen zu kommen, diese zu überwinden und sich immer wieder neuen Herausforderungen zu stellen. Diese Philosophie nehmen die Teilnehmerinnen auch mit in den Alltag. Pole Dance stärkt so neben dem Selbstbewusstsein auch das eigene Körpergefühl und die Ausstrahlung.
Es gibt kaum einen Muskel, der bei diesem Training nicht zum Einsatz kommt. Die Teilnehmerinnen entwickeln eine sehr gute Körperspannung und -Beherrschung, die man schon bald an ihrer Haltung erkennen kann. Die Kraftübungen werden mit Tanzschritten zu Choreografien zusammengesetzt, die immer wieder geübt werden, bis sie fließend ausgetanzt werden können. Ziel ist es, die Figuren und Schritte leicht und unbeschwert wirken zu lassen. Die Trainerinnen unterstützen hierbei, geben Tipps und Hilfestellungen – und so stellen sich auch die ersten Erfolgserlebnisse ein.
Alle Trainerinnen bei Pole Land haben eine zertifizierte Pole Dance Ausbildung abgeschlossen. Die Teilnehmerinnen trainieren stets unter professioneller Anleitung.",0,4.9,57 Rezensionen, info@poleland.de,https://www.poleland.de,+49 15737270967,https://www.eversports.de/s/Pole-Land,2023-05-12 20:51:31
167,Pole Circus A + K,86161,Rehmstraße , 86161 Augsburg,"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",0,5.0,20 Rezensionen, info@polecircus.de,https://www.polecircus.de,017670153933,https://www.eversports.de/s/Pole-Circus-A-K,2023-05-12 20:51:32
168,Pole Statement,69123,Siemensstraße 40 , 69123 Heidelberg,"Bei Pole Statement unterrichten wir Pole Dance in unterschiedlichen Leveln und orientieren uns immer an den persönlichen Zielen und Bedürfnissen unserer Teilnehmerinnen. Unsere Trainerinnen unterrichten mit viel Herz, Freude und Professionalität. Wir lieben Pole Dance und freuen uns, dass wir unsere Leidenschaft an unsere TeilnehmerInnen weitergeben, voneinander lernen, uns gegenseitig inspirieren und gemeinsam über uns hinauswachsen können.
Neben Pole Dance bieten wir auch weitere Fitnesskurse wie Jumping Fitness und twerXout an. Es wird also nie langweilig!",0,5.0,22 Rezensionen, info@polestatement.de,http://www.polestatement.de,+49 17672506814,https://www.eversports.de/s/Pole-Statement,2023-05-12 20:51:33
169,POLE LOFT,91301,Daimlerstraße 8 , 91301 Forchheim,Dein einzigartiges Poledancestudio in Forchheim. Poledance & Akrobatik Kurse in einer Wohlfühlatmosphäre im Loft Stil.,0,4.9,21 Rezensionen, info@poleloft-fo.de,http://www.poleloft-fo.de,0,https://www.eversports.de/s/POLE-LOFT,2023-05-12 20:51:34
170,Janine Hollung,55116,Klarastraße 4 , 55116 Mainz,"Für Aerial-Kurse:
· Hot Pants um sich bei Climbings mit den Beinen an der Pole festhalten zu können
· lange Sporthose ohne Metall (Knöpfe/Reissverschlüsse) zum Aufwärmen
· Sport-BH ohne Bügel
· Handtuch
Wichtig:
· Vor dem Trainieren bitte keine Handcreme und Bodylotion, da so der Halt an der Stange verloren geht
· Keine Ringe, da sonst die Stange zerkratzt wird
· Hilfsmittel: Gegen schwitzende Hände und somit für einen besseren Grip hilft Magnesia ( Magnesiumoxid ). Zur Hemmung des Abgleitens an den Beinen bieten Haarlack oder Rasiergel besseren Halt. Die Stange sollte immer wieder mit Alkohol oder Glasreiniger gesäubert werden.",0,5.0,4 Rezensionen, j.hollung@web.de,http://www.janinepole.fit,+49 17662572496,https://www.eversports.de/s/Janine-Hollung,2023-05-12 20:51:34
171,Pole and Move Ketsch,68775,Gutenbergstraße 36 , 68775 Ketsch,"Willkommen bei Pole and Move. Unser Motto 2022: Egal was passiert am Ende werden wir Tanzen. Unsere Studios befinden sich in Mannheim, Heidelberg und Ketsch und natürlich auch Online. Wir sind ein junges, dynamisches und motiviertes Unternehmen in der Sport- und Fitnessbranche, welches sich hauptsächlich auf den Polesport & Arial Arts konzentriert.
Wir freuen uns auf alle Tanz- und Sportbegeisterte, die uns einmal besuchen möchten.",0,4.9,23 Rezensionen, team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/Pole-and-Move-Ketsch,2023-05-12 20:51:35
172,Pole Dance Beauties,6112,Edmund-von-Lippmann-Straße 9 , 06112 Halle (Saale),Pole Dance Beauties - Dein Pole Dance Studio in Halle (Saale),0,5.0,24 Rezensionen, kontakt@poledancebeauties.de,http://www.poledancebeauties.de,+49 1797553246,https://www.eversports.de/s/Pole-Dance-Beauties,2023-05-12 20:51:35
173,Pole and Move Mannheim,68309,Edisonstraße 20 , 68309 Mannheim,"Willkommen bei Pole and Move. Unsere Studios befinden sich in Mannheim, Heidelberg und Ketsch und natürlich auch Online. Wir sind ein junges, dynamisches und motiviertes Unternehmen in der Sport- und Fitnessbranche, welches sich hauptsächlich auf den Polesport & Arial Arts konzentriert.
Wir freuen uns auf alle Tanz- und Sportbegeisterte, die uns einmal besuchen möchten.",0,4.9,43 Rezensionen, team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/Pole-and-Move-Mannheim,2023-05-12 20:51:36
174,Ramonas Tanzschmiede,45886,Ückendorfer Straße 121 , 45886 Gelsenkirchen,"Herzlich Willkommen bei Ramonas Tanzschmiede!
Seit 2018 finden Sie uns in Gelsenkirchen Ückendorf, mit Tanzkursen ab 2 Jahren, bis hin ins hohe Erwachsenenalter.
Unser Angebot umfasst verschiedenste Tanzstile:
Hier finden Sie alles, angefangen bei Eltern- Kind Tanzen, über teilbegleitetes Tanzen, bis hin zu kreativem Kindertanz, Hip Hop, Jazzdance, Contemporary, Dancehall, Streetdance, Showdance, Heels, Chair Dance, Pole Dance und Ballett. Werfen Sie hierzu einen Blick in unseren Kursplan und die jeweiligen Kursbeschreibungen! (Aktuell ist alles an die Coronasituation angepasst)
Zusätzlich bieten wir die Möglichkeiten, Junggesellinnenabschiede (JGA), Kindergeburtstage und Hochzeitstanzstunden in unseren Räumlichkeiten zu buchen.
Gerne kommen wir auch zu Ihrer Veranstaltung und gestalten dort ein buntes Programm für Sie!
Unsere Auftrittserfahrungen reichen von kleinen Gemeindefesten, über Großveranstaltungen, wie den Duisburger Tanztagen, bis hin zu professionellen Theatershows und Tourneen.",0,5.0,10 Rezensionen, kontakt@ramonas-tanzschmiede.de,http://www.ramonas-tanzschmiede.de,+49 1758535222,https://www.eversports.de/s/Ramonas-Tanzschmiede,2023-05-12 20:51:37
175,Studio AERIS,3511,Westerkade 10 , 3511 HA Utrecht,"Studio AERIS offers a boutique fitness experience with pole, aerial and dance classes. Feel free to join a pole technique class, exotic pole, aerial hoop, aerial hammock, twerk and more.
The studio is located at the Westerkade 10, close to the Utrecht city centre and Vaartsche Rijn station.
Classes for Everybody - Professional Instructors - Top Rated on Google
Read more on www.studio-aeris.com",0,4.9,37 Rezensionen, info@studio-aeris.com,http://www.studio-aeris.com,+31 621446117,https://www.eversports.de/s/Studio-AERIS,2023-05-12 20:51:37
176,Studio Nienke,7522,Het Sander 43 , 7522 AL Enschede,"Bij Studio Nienke wordt al ruim 15 jaar met veel passie, kennis en vreugde dans- en paaldansles gegeven. Gezelligheid en een plek waar leden zich goed, gewaardeerd en prettig voelen staat voorop. Bij ons is iedereen gelijkwaardig. Hard werken in combinatie met veel plezier hebben is het motto.",0,4.9,39 Rezensionen, info@studio-nienke.nl,http://www.studionienke.nl,+31 654347545,https://www.eversports.de/s/Studio-Nienke,2023-05-12 20:51:38
177,UpsideDown Studio Bad Homburg,61348,Louisenstraße 98 , 61348 Bad Homburg vor der Höhe,"Das Studio UpsideDown ist in Bad Homburg vor der Höhe zu finden. Interessierte können Aerial Hoop (Luftkünste), Poledance, Stretch und Relax trainieren. Für Freiluftenthusiasten ist ein Outdoor-Training, eine Kombination aus Kraft und Ausdauer, möglich. Aerial Hoop wird in luftiger Höhe praktiziert und kommt einem Flug durch die Lüfte sehr nahe. Im Studio UpsideDown können Neueinsteiger ihre Fitness auf akrobatische Weise auf die Probe stellen.",0,5.0,18 Rezensionen, info@upsidedown-studio.de,https://www.upsidedown-studio.de/,+491724519252,https://www.eversports.de/s/UpsideDown-Studio-Bad-Homburg,2023-05-12 20:51:43
178,PoleathletiX,29227,Industriestraße 10 , 29227 Celle,"Du liebst das Tanzen und Poledance, oder bist auf der Suche nach einem idealen Ort, um diesen Sport zu erlernen und zu trainieren? Dann bist du beim PoleathtetiX in Altencelle genau richtig, denn hier bekommst du die Möglichkeit, in einer angenehmen und motivierenden Atmosphäre, Poledance mithilfe von professioneller Betreuung zu erlernen! Dafür stehen dir im PoleathletiX zahlreiche Poledance-Stangen zur Verfügung. Komme ins PoleathletiX und erreiche hier deine persönlichen Trainingsziele!",0,4.9,29 Rezensionen, mail@poleathletix.de,http://www.poleathletix.de,+4915111003331,https://www.eversports.de/s/PoleathletiX,2023-05-12 20:51:44
179,Pole and Move Online Studio,68309,Edisonstraße 20, 68309 Mannheim,"Willkommen bei Pole and Move. Unser Motto 2022: Egal was passiert am Ende werden wir Tanzen. Unsere Studios befinden sich in Mannheim, Heidelberg und Ketsch und natürlich auch Online. Wir sind ein junges, dynamisches und motiviertes Unternehmen in der Sport- und Fitnessbranche, welches sich hauptsächlich auf den Polesport & Arial Arts konzentriert.
Wir freuen uns auf alle Tanz- und Sportbegeisterte, die uns einmal besuchen möchten.",0,4.9,28 Rezensionen, team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/Pole-and-Move-Online-Studio,2023-05-12 20:51:45
180,La Belle,30853,Marktplatz 4 , 30853 Langenhagen,"Studio
In unserem Loft-Studio La Belle trainierst du in kleinen Gruppen auf einer großzügigen Fläche von 210 qm und einer Deckenhöhe von 3,80 m an neun hochwertigen Poles in einer familiären und geschützten Atmosphäre.
Wir bieten dir viel Raum und Platz für deine Kreativität, stets begleitet von unseren professionell ausgebildeten Trainerinnen oder Trainern.
Von den Leveln „beginner“ bis „advanced“ sowie den weiteren vielfältigen Facetten des Pole Sports bieten wir verschiedenste und abwechslungsreiche Kursformate, stets mit der höchsten Qualität auf dem höchsten Niveau.
In unseren ausgewiesenen, freien Trainingsstunden darfst du unser Loft inklusive des Equipments kostenfrei nutzen, um das Erlernte zu vertiefen und deine Kreativität frei zu entfalten. Eine Trainerin oder Trainer ist auch hier jederzeit vor Ort, um dich bei Fragen oder Hilfestellungen zu unterstützen.
Ein eigener Umkleidebereich, eine einladende Lounge und auch eine Kaffee- und Teeküche laden dazu ein, es sich hier auch in den Trainingspausen gemütlich zu machen. Für die bequeme Anreise ist der direkte Anschluss an die Stadtbahn der ÜSTRA gegeben, ebenso stehen euch vor dem Studio ausreichend kostenlose Parkplätze zur Verfügung.
Lerne mit uns fliegen … Wir freuen uns auf dich.",0,5.0,23 Rezensionen, info@studio-labelle.de,http://studio-labelle.de,+49 15150993060,https://www.eversports.de/s/La-Belle,2023-05-12 20:51:48
181,SPIN-UP,3097,Könizstrasse 161, 3097 Liebefeld,"Willkommen bei SPIN-UP Poledance in Bern. Ganz egal, ob du noch nie Pole Dance ausprobiert hast oder bereits regelmässig kopfüber hängst. Bei uns darfst du dich neu entdecken. Du wirst stärker, beweglicher und dein Selbstvertrauen wird explodieren. Gemeinsam feiern wir deine Erfolge.
Wir leben Pole Dance. Und wir lieben es, dich auf deiner Reise zu begleiten.
Bei SPIN-UP bieten wir Euch professionelles Training in toller Atmosphäre. Wir trainieren in kleinen Gruppen, ohne Leistungsdruck aber mit dem grösstmöglichen Lernerfolg. Es liegt uns am Herzen, Euch individuell zu fördern - und nicht zu überfordern.
Sowohl Anfängern als auch fortgeschrittenen Schülern bieten wir fundierte Unterrichtsangebote. Nebst Poledance gehören dazu auch Krafttraining, Stretching, Chair- und Heels-Dance sowie Privatstunden. Ein besonderes Highlight sind unsere Polterabende und Geburtstagsparties.
Wir haben uns zum Ziel gesetzt, euch ebenso von dem Tanz an der Stange zu begeistern wie wir es sind. Ihr sollt Spass haben und eine wundervolle Zeit mit uns verbringen! Komm vorbei und lass dich überzeugen!
Unsere Adresse:
STUDIO BERN
Vidmarhalle, 3. Stock.
Könizstrasse 161,
3097 Liebefeld-Bern
Tel. 078 807 56 87",0,4.9,17 Rezensionen, info@spin-up.ch,https://www.spin-up.ch/,+41788075687,https://www.eversports.de/s/SPIN-UP,2023-05-12 20:51:49
182,Star Poledance,53919,Rudolf-Diesel-Straße 6 , 53919 Weilerswist,"Entdecke Poledance als deine neue Leidenschaft!
In kleinen Gruppen lernst du den den besten Sport der Welt und verbesserst so nicht nur deine Fitness, sondern auch dein Verhältnis zum eigenen Körper. Und das mit viel Spaß und Abwechslung!
Das Studio in Weilerswist ist sowohl mit dem Auto als auch mit der Bahn schnell erreichbar aus Köln, dem Rhein-Erft-Kreis sowie der Eifel.
Wähle aus einer Vielzahl an Kursen, die sich perfekt ergänzen.
Tanz' dich fit - Wecke den Star in dir!",0,5.0,14 Rezensionen, tanja@star-poledance.de,http://www.star-poledance.de,+49 176 456 51 486,https://www.eversports.de/s/Star-Poledance,2023-05-12 20:51:51
183,Polemotions Filderstadt,70794,Tübinger Straße 10 , 70794 Filderstadt,"Komm vorbei und lerne zu fliegen!
Bei Polemotions erwartet Dich mehr als wunderschöne Luftakrobatik. Wir sind eine Community voller unterschiedlicher Menschen, die alle nichts lieber tun als gemeinsam durchs Studio zu fliegen - aber jede:r auf seine eigene Art.
Wir lieben alle Facetten und Stile von Pole Dance. Du willst etwas Neues versuchen, dich mehr bewegen, abschalten, etwas Besonderes ausprobieren, auf der Bühne stehen, tanzen und die Welt um dich vergessen, selbstbewusster werden und eine neue Seite von dir entdecken? Egal, was dein Grund ist zu uns ins Studio zu kommen - jeder Grund ist der richtige um Pole Dance anzufangen und wir freuen uns auf Dich!
Werde Teil unserer Polemotions Family und lass dich von unserem Luftakrobatik-Fieber anstecken.",0,4.8,41 Rezensionen, info@polemotions.de,https://polemotions.de/,0,https://www.eversports.de/s/Polemotions-Filderstadt,2023-05-12 20:51:54
184,The Pole Jungle,4020,Volksgartenstraße 19 , 4020 Linz,"Wie der Name bereits sagt erwartet euch ein grüner Jungle mitten in der Linzer Innenstadt. Kombiniert mit Chrome Poles, wird das Design des Pole Studio noch einzigartiger. Wir schwingen uns nicht nur wie Tarzan und Jane von Pole zu Pole, sondern erleben das perfekte Jungle Feeling beim Trainieren. Wir verbinden den Sport, den wir lieben mit der positiven Wirkung der Zimmerpflanzen, um unseren (manchmal stressigen) Alltag auszugleichen.
The Pole Jungle ist mit gesamt 12 Pole Stangen ausgestattet in Chrome. Die lange Fensterfront und die wunderschöne Glaskuppel ermöglichen dem Tageslicht das Pole Studio zu fluten und ausreichend Helligkeit und Freundlichkeit in das Studio zu bringen.",0,4.9,7 Rezensionen, hello@thepolejungle.com,http://www.thepolejungle.com,+43 677 647 33 8 00,https://www.eversports.de/s/The-Pole-Jungle,2023-05-12 20:51:55
185,Polestructions,53229,Auguststraße 8, 53229 Bonn,"Polestructions ist ein Poledance Studio in Bonn. Hier findest Du Kurse in Pole Fitness und Luftakrobatik (Aerial Silk und Aerial Hoop). Weitere Kurse im vielfältigen Angebot sind Stretch & Contortion, Floorwork, Chair Dance, Acroyoga und Jumping. Interessiert? Für 10 Euro kannst du jederzeit eine Probestunde in der Auguststraße in Bonn-Beuel besuchen. Bei Polestructions gibt es auch regelmäßig dreistündige Workshops, damit sich eine längere Anfahrt lohnt.",0,4.9,154 Rezensionen, info@polestructions.com,https://polestructions.com/,+49 178 605 80 30,https://www.eversports.de/s/Polestructions,2023-05-12 20:51:56
186,Pole Dance Krefeld,47809,Hochfelder Straße 47, 47809 Krefeld,"Das Studio Pole Dance Krefeld findet ihr in Krefeld Oppum direkt neben dem Bahnhof Krefeld Oppum. Trainiert wird in einem lichtdurchfluteten 200m² großen Raum auf ca 140m² Tanzfläche. Der Raum verfügt über 14m Spiegelwand und über 4m hohe Decken. Im Sommer sorgt eine Klimaanlage für ein angenehmes Training. Das Kursangebot umfasst Pole Dance, Exotic Pole Dance, Kids Pole, Bungee Fit & Jump und Workshops für Chair Dance, Lap Dance, Floorwork und Aerial Hoop. Wenn gerade nicht getanzt wird, versammeln wir uns im gemütlichen Lounge Bereich. Öffentliche Parkplätze am Straßenrand.",0,4.9,86 Rezensionen, info@poledancekrefeld.de,https://www.poledancekrefeld.de,+4917623943247,https://www.eversports.de/s/Pole-Dance-Krefeld,2023-05-12 20:51:57
